timestamps,total_load_kw,critical_load_kw,load_shed_kw,battery_soc_percent,battery_power_kw,pv_generation_kw,generator_power_kw,grid_power_kw,is_islanded
2026-01-27 00:00:00,172.44886936176235,100,0,85,0,0.0,0,172.44886936176235,False
2026-01-27 00:15:00,179.50111228428187,100,0,85,0,0.0,0,179.50111228428187,False
2026-01-27 00:30:00,177.4362568544707,100,0,85,0,0.0,0,177.4362568544707,False
2026-01-27 00:45:00,185.14641400291777,100,0,85,0,0.0,0,185.14641400291777,False
2026-01-27 01:00:00,188.08806202180392,100,0,85,0,0.0,0,188.08806202180392,False
2026-01-27 01:15:00,171.98366305523686,100,0,85,0,0.0,0,171.98366305523686,False
2026-01-27 01:30:00,178.04838989643758,100,0,85,0,0.0,0,178.04838989643758,False
2026-01-27 01:45:00,172.441788462293,100,0,85,0,0.0,0,172.441788462293,False
2026-01-27 02:00:00,182.60407304821183,100,0,85,0,0.0,0,182.60407304821183,False
2026-01-27 02:15:00,181.04530018282173,100,0,85,0,0.0,0,181.04530018282173,False
2026-01-27 02:30:00,185.318975116762,100,0,85,0,0.0,0,185.318975116762,False
2026-01-27 02:45:00,184.48205800670823,100,0,85,0,0.0,0,184.48205800670823,False
2026-01-27 03:00:00,183.0142250574825,100,0,85,0,0.0,0,183.0142250574825,False
2026-01-27 03:15:00,178.76136200983512,100,0,85,0,0.0,0,178.76136200983512,False
2026-01-27 03:30:00,172.5643800996918,100,0,85,0,0.0,0,172.5643800996918,False
2026-01-27 03:45:00,182.54752851599906,100,0,85,0,0.0,0,182.54752851599906,False
2026-01-27 04:00:00,185.0439218564458,100,0,85,0,0.0,0,185.0439218564458,False
2026-01-27 04:15:00,180.03078724927514,100,0,85,0,0.0,0,180.03078724927514,False
2026-01-27 04:30:00,180.26167923700535,100,0,85,0,0.0,0,180.26167923700535,False
2026-01-27 04:45:00,183.42120296423417,100,0,85,0,0.0,0,183.42120296423417,False
2026-01-27 05:00:00,175.265919357774,100,0,85,0,0.0,0,175.265919357774,False
2026-01-27 05:15:00,184.10449484047666,100,0,85,0,0.0,0,184.10449484047666,False
2026-01-27 05:30:00,185.0178737558592,100,0,85,0,0.0,0,185.0178737558592,False
2026-01-27 05:45:00,180.25478263634778,100,0,85,0,0.0,0,180.25478263634778,False
2026-01-27 06:00:00,171.51378315125754,100,0,85,0,0.0,0,171.51378315125754,True
2026-01-27 06:15:00,180.19006820992388,100,0,85,0,0.0,0,180.19006820992388,True
2026-01-27 06:30:00,181.61333404061963,100,0,85,0,0.0,0,181.61333404061963,True
2026-01-27 06:45:00,185.84549560980844,100,0,85,0,0.0,0,185.84549560980844,True
2026-01-27 07:00:00,177.2378827030591,100,0,85,0,0.0,0,177.2378827030591,True
2026-01-27 07:15:00,188.16013087475488,100,0,85,0,0.0,0,188.16013087475488,True
2026-01-27 07:30:00,179.41420254076968,100,0,85,0,0.0,0,179.41420254076968,True
2026-01-27 07:45:00,187.85307567214156,100,0,85,0,0.0,0,187.85307567214156,True
2026-01-27 08:00:00,171.20748214188345,100,0,85,0,0.0,0,171.20748214188345,True
2026-01-27 08:15:00,180.21960107308834,100,0,85,0,0.0,0,180.21960107308834,True
2026-01-27 08:30:00,174.9117467499317,100,0,85,0,0.0,0,174.9117467499317,True
2026-01-27 08:45:00,174.16858495834984,100,0,85,0,0.0,0,174.16858495834984,True
2026-01-27 09:00:00,173.16122721961068,100,0,85,0,0.0,0,173.16122721961068,True
2026-01-27 09:15:00,183.32983098296643,100,0,85,0,0.0,0,183.32983098296643,True
2026-01-27 09:30:00,185.83904427911673,100,0,85,0,0.0,0,185.83904427911673,True
2026-01-27 09:45:00,183.41762642201715,100,0,85,0,0.0,0,183.41762642201715,True
2026-01-27 10:00:00,183.30702455600309,100,0,85,0,0.0,0,183.30702455600309,True
2026-01-27 10:15:00,186.94099351374823,100,0,85,0,0.0,0,186.94099351374823,True
2026-01-27 10:30:00,186.76706035235077,100,0,85,0,0.0,0,186.76706035235077,True
2026-01-27 10:45:00,185.07194923104737,100,0,85,0,0.0,0,185.07194923104737,True
2026-01-27 11:00:00,183.32280923241558,100,0,85,0,0.0,0,183.32280923241558,True
2026-01-27 11:15:00,172.16081319245293,100,0,85,0,0.0,0,172.16081319245293,True
2026-01-27 11:30:00,185.18084230389067,100,0,85,0,0.0,0,185.18084230389067,True
2026-01-27 11:45:00,180.9692394986249,100,0,85,0,0.0,0,180.9692394986249,True
2026-01-27 12:00:00,187.71461008412513,100,0,85,0,0.0,0,187.71461008412513,False
2026-01-27 12:15:00,184.59598434699507,100,0,85,0,0.0,0,184.59598434699507,False
2026-01-27 12:30:00,182.98027793028697,100,0,85,0,0.0,0,182.98027793028697,False
2026-01-27 12:45:00,172.29916621190392,100,0,85,0,0.0,0,172.29916621190392,False
2026-01-27 13:00:00,177.1942312580553,100,0,85,0,0.0,0,177.1942312580553,False
2026-01-27 13:15:00,171.4302610920657,100,0,85,0,0.0,0,171.4302610920657,False
2026-01-27 13:30:00,185.4663874481239,100,0,85,0,0.0,0,185.4663874481239,False
2026-01-27 13:45:00,171.35720384236703,100,0,85,0,0.0,0,171.35720384236703,False
2026-01-27 14:00:00,175.97149311648076,100,0,85,0,0.0,0,175.97149311648076,False
2026-01-27 14:15:00,181.604386197625,100,0,85,0,0.0,0,181.604386197625,False
2026-01-27 14:30:00,184.31148453322032,100,0,85,0,0.0,0,184.31148453322032,False
2026-01-27 14:45:00,182.53592542337435,100,0,85,0,0.0,0,182.53592542337435,False
2026-01-27 15:00:00,499.09980570054654,100,0,85,0,0.0,0,499.09980570054654,False
2026-01-27 15:15:00,511.65549655919034,100,0,85,0,0.0,0,511.65549655919034,False
2026-01-27 15:30:00,504.90638199971977,100,0,85,0,0.0,0,504.90638199971977,False
2026-01-27 15:45:00,522.7661968166208,100,0,85,0,0.0,0,522.7661968166208,False
2026-01-27 16:00:00,508.05395617600175,100,0,85,0,0.0,0,508.05395617600175,False
2026-01-27 16:15:00,500.23735279635827,100,0,85,0,0.0,0,500.23735279635827,False
2026-01-27 16:30:00,501.5684007956123,100,0,85,0,0.0,0,501.5684007956123,False
2026-01-27 16:45:00,522.0200287584732,100,0,85,0,0.0,0,522.0200287584732,False
2026-01-27 17:00:00,517.3796296173759,100,0,85,0,0.0,0,517.3796296173759,False
2026-01-27 17:15:00,502.42696279834126,100,0,85,0,0.0,0,502.42696279834126,False
2026-01-27 17:30:00,527.7784254462222,100,0,85,0,0.0,0,527.7784254462222,False
2026-01-27 17:45:00,522.9360242749719,100,0,85,0,0.0,0,522.9360242749719,False
2026-01-27 18:00:00,494.37854391839835,100,0,85,0,7.476677456515025e-31,0,494.37854391839835,False
2026-01-27 18:15:00,505.677869835046,100,0,85,0,0.09489229587690287,0,505.5829775391691,False
2026-01-27 18:30:00,511.7590366310259,100,0,85,0,0.37933135854130123,0,511.37970527248456,False
2026-01-27 18:45:00,530.113989152159,100,0,85,0,0.85260460107393,0,529.261384551085,False
2026-01-27 19:00:00,495.37054687161486,100,0,85,0,1.5135273335385948,0,493.85701953807626,False
2026-01-27 19:15:00,498.43972670587306,100,0,85,0,2.360447177900429,0,496.07927952797263,False
2026-01-27 19:30:00,527.9922339627299,100,0,85,0,3.3912502140849465,0,524.6009837486449,False
2026-01-27 19:45:00,533.339294415678,100,0,85,0,4.603368822641788,0,528.7359255930362,False
2026-01-27 20:00:00,520.8954988386604,100,0,85,0,5.993791180021439,0,514.901707658639,False
2026-01-27 20:15:00,543.3858029897832,100,0,85,0,7.559072353323142,0,535.8267306364601,False
2026-01-27 20:30:00,501.6153842070854,100,0,85,0,9.295346932589618,0,492.3200372744958,False
2026-01-27 20:45:00,515.6462598544617,100,0,85,0,11.198343130370516,0,504.4479167240912,False
2026-01-27 21:00:00,541.2378275000751,100,0,85,0,13.263398270408006,0,527.9744292296671,False
2026-01-27 21:15:00,545.7552385823662,100,0,85,0,15.485475579969053,0,530.2697630023972,False
2026-01-27 21:30:00,506.78065360029785,100,0,85,0,17.859182193608603,0,488.92147140668925,False
2026-01-27 21:45:00,542.3166428867042,100,0,85,0,20.378788270041742,0,521.9378546166625,False
2026-01-27 22:00:00,519.7396508890039,100,0,85,0,23.038247118371697,0,496.70140377063217,False
2026-01-27 22:15:00,510.0974281951327,100,0,85,0,25.831216225198535,0,484.26621196993415,False
2026-01-27 22:30:00,504.94918240050873,100,0,85,0,28.751079070153438,0,476.1981033303553,False
2026-01-27 22:45:00,499.2835779961107,100,0,85,0,31.790967614187082,0,467.4926103819236,False
2026-01-27 23:00:00,535.2878423542511,100,0,85,0,34.943785342510175,0,500.3440570117409,False
2026-01-27 23:15:00,498.51419985148783,100,0,85,0,38.20223074245037,0,460.3119691090375,False
2026-01-27 23:30:00,511.25812770444685,100,0,85,0,41.55882109566261,0,469.69930660878424,False
2026-01-27 23:45:00,527.4229351929432,100,0,85,0,45.0059164641082,0,482.417018728835,False
2026-01-28 00:00:00,496.25011106580604,100,0,85,0,48.535743750000016,0,447.71436731580604,False
2026-01-28 00:15:00,510.504158332717,100,0,85,0,52.140420711485405,0,458.3637376212316,False
2026-01-28 00:30:00,524.3143428761516,100,0,85,0,55.81197981818776,0,468.50236305796386,False
2026-01-28 00:45:00,512.4882882570021,100,0,85,0,59.542391833833754,0,452.94589642316834,False
2026-01-28 01:00:00,522.2072871771462,100,0,85,0,63.323589017023345,0,458.8836981601229,False
2026-01-28 01:15:00,524.3866667114677,100,0,85,0,67.14748783573002,0,457.23917887573765,False
2026-01-28 01:30:00,535.7906159880546,100,0,85,0,71.00601109629925,0,464.78460489175535,False
2026-01-28 01:45:00,498.19624413152576,100,0,85,0,74.89110939351453,0,423.30513473801125,False
2026-01-28 02:00:00,505.1404872236709,100,0,85,0,78.79478179466844,0,426.34570542900246,False
2026-01-28 02:15:00,502.1103487244306,100,0,85,0,82.7090956774605,0,419.4012530469701,False
2026-01-28 02:30:00,515.511990535379,100,0,85,0,86.62620564889029,0,428.88578488648875,False
2026-01-28 02:45:00,540.371013465526,100,0,85,0,90.53837148007332,0,449.8326419854526,False
2026-01-28 03:00:00,277.9267286948395,100,0,85,0,94.43797500000002,0,183.48875369483946,False
2026-01-28 03:15:00,292.28035219312034,100,0,85,0,98.31753589964337,0,193.96281629347698,False
2026-01-28 03:30:00,276.68700005788673,100,0,85,0,102.16972640641883,0,174.51727365146792,False
2026-01-28 03:45:00,285.57983139777645,100,0,85,0,105.9873847977497,0,179.59244660002673,False
2026-01-28 04:00:00,269.2353511888183,100,0,85,0,109.76352773132642,0,159.4718234574919,False
2026-01-28 04:15:00,274.1879433568679,100,0,85,0,113.49136137850222,0,160.69658197836566,False
2026-01-28 04:30:00,281.6114103344414,100,0,85,0,117.16429135606849,0,164.44711897837294,False
2026-01-28 04:45:00,275.6412505882919,100,0,85,0,120.77593146034118,0,154.8653191279507,False
2026-01-28 05:00:00,288.93444159129615,100,0,85,0,124.32011121599537,0,164.61433037530077,False
2026-01-28 05:15:00,293.76162722977,100,0,85,0,127.79088226034534,0,165.97074496942466,False
2026-01-28 05:30:00,277.91797574563805,100,0,85,0,131.18252359172146,0,146.73545215391658,False
2026-01-28 05:45:00,281.340490965414,100,0,85,0,134.48954571818646,0,146.85094524722754,False
