timestamps,total_load_kw,critical_load_kw,load_shed_kw,battery_soc_percent,battery_power_kw,pv_generation_kw,generator_power_kw,grid_power_kw,is_islanded
2026-01-27 00:00:00,187.82995829996688,100,0,85,0,0.0,0,187.82995829996688,False
2026-01-27 00:15:00,171.3533665206605,100,0,85,0,0.0,0,171.3533665206605,False
2026-01-27 00:30:00,173.79090782066294,100,0,85,0,0.0,0,173.79090782066294,False
2026-01-27 00:45:00,184.01401266601812,100,0,85,0,0.0,0,184.01401266601812,False
2026-01-27 01:00:00,187.91609018439706,100,0,85,0,0.0,0,187.91609018439706,False
2026-01-27 01:15:00,180.65155575484712,100,0,85,0,0.0,0,180.65155575484712,False
2026-01-27 01:30:00,178.4378468621507,100,0,85,0,0.0,0,178.4378468621507,False
2026-01-27 01:45:00,176.85821710820576,100,0,85,0,0.0,0,176.85821710820576,False
2026-01-27 02:00:00,171.87578833600242,100,0,85,0,0.0,0,171.87578833600242,False
2026-01-27 02:15:00,184.38923925207493,100,0,85,0,0.0,0,184.38923925207493,False
2026-01-27 02:30:00,183.76797589807592,100,0,85,0,0.0,0,183.76797589807592,False
2026-01-27 02:45:00,174.67349517150197,100,0,85,0,0.0,0,174.67349517150197,False
2026-01-27 03:00:00,173.385180987257,100,0,85,0,0.0,0,173.385180987257,False
2026-01-27 03:15:00,178.61106127510152,100,0,85,0,0.0,0,178.61106127510152,False
2026-01-27 03:30:00,178.44734968370372,100,0,85,0,0.0,0,178.44734968370372,False
2026-01-27 03:45:00,171.2101353815583,100,0,85,0,0.0,0,171.2101353815583,False
2026-01-27 04:00:00,176.1456386413207,100,0,85,0,0.0,0,176.1456386413207,False
2026-01-27 04:15:00,172.32340476737275,100,0,85,0,0.0,0,172.32340476737275,False
2026-01-27 04:30:00,180.69681886853394,100,0,85,0,0.0,0,180.69681886853394,False
2026-01-27 04:45:00,176.22692160197394,100,0,85,0,0.0,0,176.22692160197394,False
2026-01-27 05:00:00,187.58324550568238,100,0,85,0,0.0,0,187.58324550568238,False
2026-01-27 05:15:00,176.52151328261365,100,0,85,0,0.0,0,176.52151328261365,False
